"","countries","GEF6","GEF7","type","needs","OECD","gdpconstant2010us","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","MaxDomExp","LastDomExp","dom_exp","ln_domexp...12","gaps","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","countrycode","accesstocleanfuelsandtechnologie","adjustednetenrollmentrateprimary","adjustednetsavingsincludingparti","adjustedsavingscarbondioxidedama","adjustedsavingsenergydepletionof","adjustedsavingsmineraldepletiono","adjustedsavingsnaturalresourcesd","adjustedsavingsnetforestdepletio","adjustedsavingsnetnationalsaving","renewableelectricityoutputoftota","terrestrialandmarineprotectedare","terrestrialprotectedareasoftotal","totalfisheriesproductionmetricto","totalnaturalresourcesrentsofgdp","agriculturallandoflandarea","agriculturalmethaneemissionsofto","agriculturalnitrousoxideemission","agricultureforestryandfishingval","alternativeandnuclearenergyoftot","birdspeciesthreatened","capturefisheriesproductionmetric","CO2_Ems","coalrentsofgdp","droughtsfloodsextremetemperature","fertilizerconsumptionkilogramspe","fishspeciesthreatened","forestrentsofgdp","GDPgrowth","gdpperunitofenergyusepppperkgofo","mammalspeciesthreatened","mineralrentsofgdp","nitrousoxideemissionsinenergysec","oilrentsofgdp","permanentcroplandoflandarea","plantspecieshigherthreatened","Pollution_Expo","povertyheadcountratioatnationalp","refugeepopulationbycountryorterr","urbanpopulationgrowthannual","controlofcorruptionestimate","governmenteffectivenessestimate","politicalstabilityandabsenceofvi","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","populationtotal","cbd_region","dev","broad_region","biofin","ln_needs","ln_domexp...80","ln_Avail_resources","ThSpecies_Biofin","average_crs","ln_averagecrs","domexp_thousand","lndomexp_thousand","new_avgcrs","ln_newavgcrs","average_agriculture_land","average_agriffvaluegdp","average_aquaculture_productionme","average_arable_land","average_co2emmkt","average_forestarealandarea","average_forestareasqkm","average_gnipercapita","landareasqkm","average_permanentcropland","average_population_density","average_renewable_energy_conspto","_merge","id","Threatened_Species","lnGDP","ln_renewable_output","Aid_GDP","lnAid_GDP","ln_AgriFF","newneeds","GDP_CO2","ln_CO2_Ems","Gov","lnpop","agri_pop","ln_average_co2emmkt","GDP_averageco2emskt","yhat_extrapdomexp","extrapolate_domexp","manual_extrapdomexp","lnmanual_extrapdomexp","yhat_method1","extrap_needs_method1","yhat_method2","extrap_needsII","ln_newneeds","pc1","pc2","pc3","pc4","pca","Needs_prob","Index_dcq","new_domexp","ln_newdomexp","new_domexp_max","ln_newdomexp_max","new_domexp_last","ln_newdomexp_last","new_needs","constant","ln_gef6","ln_gef7"
"11","Aruba",NA,NA,"Small_Island_dev_states",NA,0,2.6e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ABW",NA,98.4847,-0.080299,1.76361,0,0,0.001153,0.001153,-4.21795,8.32113,0.270103,12.7884,149.545,0.002125,11.1111,3.77463,13.2437,NA,NA,2,149.364,0.571283,0,NA,NA,24,0.002125,-0.304442,NA,2,0,34.676,0,NA,2,NA,NA,1.33333,0.179366,1.19591,1.14911,1.25983,1.18786,1.19295,1.21211,0.434582,102962,NA,4,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.405029,0.4,11.1111,2102.41,2.33333,4.2,22132.8,180,NA,572.009,3.93997,"using only (2)",10,4,21.66728,2.118798,NA,NA,NA,110223.4,12.37814,-0.5598712,2.762994,11.54211,5.755468,7.650841,165.7729,12.5289,276204.6,276204.6,12.5289,12.93267,413606.6,13.24242,563781.6,NA,1.845298,0.6237348,-0.319878,-0.4556117,5.693543,0,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"12","Australia",NA,NA,"Developed_Countries",NA,1,1.2e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AUS",100,96.9804,6.78894,0.854084,1.02712,2.15111,3.17823,0,5.97485,10.5,29.3365,18.5037,250859,7.85749,52.539,57.5328,78.7906,2.5e+10,1.59134,52,177457,0.431804,1.24218,3.0471,48.3997,125,0.134178,2.78535,7.27869,63,5.43843,5.97613,0.638071,0.048655,108,0,NA,35726.1,1.69274,1.83059,1.57443,0.966359,1.88178,1.78019,1.3761,1.55042,2.4e+07,NA,3,"Oceania",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4e+06,2.35461,73402.1,5.96532,380274,16.2178,1200000,51772.8,7700000,0.048655,2.96069,7.98668,"matched (3)",11,115,27.81334,2.351375,NA,NA,23.94214,NA,12.00991,-0.8397835,3.738928,16.99356,122.1585,12.84865,357.3639,21.41716,2e+09,2e+09,21.41716,22.17373,4.27e+09,22.76688,7.72e+09,NA,2.366143,0.8469802,1.066461,-0.3251728,118.9544,0,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"13","Austria",NA,NA,"Developed_Countries",NA,1,4.1e+11,NA,NA,NA,45950,45950,45950,17.643064406766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AUT",100,NA,13.7085,0.4047,0.086711,0.004765,0.099039,0.007562,9.03248,71.6517,28.4133,28.412,3171.9,0.206124,33.4419,48.1786,56.3753,5.3e+09,11.1902,13,346.364,0.183316,0,0.038153,121.678,11,0.072026,1.49746,11.2022,3,0.034068,17.3649,0.059393,0.801298,17,0,NA,61533.2,0.49037,1.53296,1.49564,1.05751,1.46271,1.8622,1.36715,0.84786,8700000,"Western Europe and Others",3,"Europe",0,NA,10.73531,NA,0,NA,NA,4.6e+07,17.64306,NA,NA,27607.9,1.26052,2825.54,16.4778,65516.7,46.7788,38618,47699.9,82549.7,0.801298,102.935,31.427,"matched (3)",12,16,26.73942,4.271817,NA,NA,22.39097,NA,4.901764,-1.696544,3.447455,15.97883,47.79836,11.09006,296.5418,20.18381,5.83e+08,4.6e+07,17.64306,17.85003,56500000,18.09947,72500000,NA,-0.0011086,1.79472,0.483997,-0.1889106,18.0887,0,8,45950000,17.643064406766,45950000,17.643064406766,45950000,17.643064406766,NA,1,NA,NA
"14","Azerbaijan",4571277.08,2639726,"Trans_Countries",NA,0,5.2e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZE",91.7045,89.1489,16.6163,2.05777,20.5012,0.063351,20.5646,0,36.6233,10.2507,5.51902,10.1534,2084.1,29.2394,57.6506,35.6818,81.2916,3.3e+09,1.0571,17,1428.27,0.265186,0,1.10557,17.1924,14,0.006055,7.15896,10.497,8,0.090058,4.05134,26.1292,2.7803,44,0.537462,10.4333,1627.54,1.77281,-0.900236,-0.211103,-0.707582,-0.288054,-0.604337,-1.53154,1.08613,9700000,NA,2,"Asia",0,NA,NA,NA,0,126.091,4.837006,NA,NA,1.26e+08,18.65252,47647.8,5.76334,655.827,22.9717,34432.7,12.5168,10345.2,4737.67,82652.5,2.7803,112.104,3.0811,"matched (3)",13,25,24.67451,2.327346,0.0024248,-6.021993,21.91719,NA,6.543334,-1.327324,-1.186659,16.08764,88.29325,10.44676,257.7687,17.30958,32900000,32900000,17.30958,17.60478,44200000,19.66506,3.47e+08,NA,0.6937589,-1.193747,-0.2395572,1.919634,26.18009,0,13,NA,NA,NA,NA,NA,NA,NA,1,15.3353031724096,14.7861856818574
"15","Bahamas",7089710.12,NA,"Developing",NA,0,1e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BHS",100,96.1266,18.749,0.526159,0,0,0,0,15.5836,0,6.11682,34.8224,13809.8,0.012437,1.38952,2.07859,15.2609,9.8e+07,NA,10,13796.8,0.178399,0,NA,155.228,43,0.012437,0.244726,14.4849,5,0,19.8524,0,0.3996,7,0,NA,18.3333,1.39446,1.17239,0.65549,0.94017,0.17363,0.36184,0.899039,0.981696,378034,NA,1,"America",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,139.091,0.995504,13.0618,0.790119,1911.32,51.4486,5150,28364.8,10010,0.3996,36.0958,1.73461,"matched (3)",14,15,23.02585,NA,NA,NA,18.40048,39700000,4.107789,-1.723733,1.528742,12.84274,14.98156,7.555551,173.973,16.59604,16100000,16100000,16.59604,16.85452,20900000,17.15917,28300000,NA,-1.047352,1.443916,-1.027739,-0.4387257,13.9301,0,5,NA,NA,NA,NA,NA,NA,NA,1,15.7741550119179,NA
"16","Bahrain",28180.77,NA,"Developing",NA,0,2.8e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BHR",100,95.0941,20.7127,2.96823,6.15946,0,6.16016,0.000698,27.1487,0,1.68916,6.64783,15681.5,6.70497,11.1493,0.543002,11.1665,8.3e+07,0,7,15678.5,0.565993,0,NA,2108.3,14,0.000663,4.25207,3.91663,3,0,25.3,3.56898,3.93887,0,100,NA,206.833,4.44559,0.022714,0.365296,-0.915262,0.599392,0.430912,-1.3578,3.53719,1400000,NA,1,"Asia",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,85.1909,0.295398,3.00418,1.97496,27878.2,0.705912,5.4,19855.7,766.308,3.93887,1666.14,0,"matched (3)",15,10,24.05547,NA,NA,NA,18.23435,39900000,13.61523,-0.5691736,0.3325953,14.15198,39.49803,10.2356,246.2221,13.12745,502547.4,502547.4,13.12745,13.54361,761928.3,14.80433,2688049,NA,2.254444,0.9442718,0.0897636,0.6924621,13.98094,0,5,NA,NA,NA,NA,NA,NA,NA,1,10.2463951094229,NA
"17","Bangladesh",3093777.77,NA,"Least_dev",NA,0,1.4e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BGD",13.7591,94.3614,25.9017,1.15309,0.674499,0,0.894879,0.220381,27.0891,1.87054,4.88866,4.60731,3100000,1.20573,70.6052,69.4143,83.201,2.1e+10,0.190312,36,1600000,0.155511,0.026708,4.58469,237.989,29,0.255367,6.47967,12.4514,37,0,7.32953,0.105009,6.43913,23,99.9864,27.9,293163,3.54668,-0.857823,-0.729976,-1.13158,-0.853367,-0.700778,-0.583229,1.09429,1.6e+08,NA,0,"Asia",0,NA,NA,NA,0,1602.73,7.379462,NA,NA,1.6e+09,21.19497,91906.8,16.1347,1500000,59.5567,58325.3,11.0578,14394,945.28,130170,6.43913,1160.73,41.5899,"matched (3)",16,73,25.66491,0.6262272,0.011448,-4.469936,23.76779,NA,3.991176,-1.861039,-1.887096,18.89068,91.04602,10.97379,281.6413,16.59266,16100000,16100000,16.59266,17.29841,32600000,15.95777,8518683,NA,-0.2921262,-0.5913134,2.052242,0.7769701,74.94577,0,22,NA,NA,NA,NA,NA,NA,NA,1,14.9449034814205,NA
"18","Barbados",583494.46,NA,"Developing",159.5,0,4.6e+09,0,NA,NA,60,60,44,10.6919449129004,90.5,69,90.5,0,1,1,1,0,1,0,0,1,1,0,"BRB",99.1255,93.366,0.611713,0.843185,0.30486,0,0.30486,0,-3.42791,0,0.008971,1.29674,2389.18,0.338837,32.0296,18.8191,43.1966,5.8e+07,NA,4,2379,0.319229,0,NA,124.21,29,0.011952,0.727126,10.9962,3,0,12.932,0.321459,2.32558,3,0,NA,1,-0.125369,1.34368,0.916286,1.05559,0.483686,0.805052,1.11288,0.164292,285764,"Latin America and the Carribean",1,"America",0,5.072044,3.78419,4.234107,0,2.36473,0.8606638,44000,10.69195,2364730,14.67617,137.727,1.34145,10.1818,25.0529,1463.54,14.6512,63,15659.6,430,2.32558,658.168,6.47136,"matched (3)",17,7,22.24932,NA,0.0005141,-7.573148,17.87595,159500,7.102629,-1.141847,2.132025,12.56292,7.096856,7.288614,162.1667,14.7721,2602813,44000,10.69195,11.22276,74813.85,11.24322,76360.32,11.979799201207,0.3147995,0.51792,0.5033576,-0.0971733,8.238904,1,2,44000,10.6919449129004,60000,11.0020998412042,60000,11.0020998412042,159500,1,13.2767902362335,NA
"19","Belarus",8195454.5,NA,"Trans_Countries",NA,0,5.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR",97.4491,92.9578,21.8073,2.87945,0.685621,0,0.730407,0.044787,20.8017,0.456938,9.40608,9.40566,14032.4,1.44535,43.3358,55.2705,71.0388,5.3e+09,0.025909,9,815.545,0.430101,0,0.021959,238.815,2,0.557649,3.52462,5.30549,4,0,5.18062,0.855862,0.586091,1,2.0349,6.375,1050.38,0.493006,-0.269379,-0.412378,0.14642,-0.867918,-0.804185,-1.39076,0.040924,9500000,NA,2,"Europe",0,NA,NA,NA,0,59.2309,4.081443,NA,NA,59200000,17.89695,87935.5,7.77847,13216.8,27.4577,62724,42.156,85541.7,6006.12,202928,0.586091,46.8314,6.84354,"matched (3)",18,13,24.8008,-0.7832076,0.0010039,-6.90385,22.39097,35500000,10.66685,-0.8437352,-1.002079,16.0668,2.907192,11.0465,273.9621,17.53766,41400000,41400000,17.53766,17.72746,5e+07,16.14703,10300000,NA,0.992873,-0.2597776,-0.4329531,-0.8675799,12.43256,0,4,NA,NA,NA,NA,NA,NA,NA,1,15.9190902292689,NA
"20","Belgium",NA,NA,"Developed_Countries",NA,1,5e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BEL",100,97.7625,11.2005,0.518735,0,0,0.000709,0.000709,5.69239,10.0059,24.6255,23.2656,24365.3,0.018769,44.5713,58.367,31.9175,3.5e+09,20.707,8,24144.6,0.234584,0,0.001692,322.787,13,0.018769,1.31401,7.97041,2,0,7.60786,0,0.721448,0,0,NA,26605.4,0.710241,1.55854,1.29994,0.514032,1.25286,1.41785,1.3826,0.465289,1.1e+07,NA,3,"Europe",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13496.2,0.722487,220.636,27.4376,101236,22.4824,6807.67,45269.4,30280,0.721448,364.527,6.15342,"matched (3)",19,10,26.93787,2.303175,NA,NA,21.97603,37800000,6.319194,-1.449942,2.838679,16.21341,14.85086,11.52521,310.4646,19.5853,3.2e+08,3.2e+08,19.5853,19.63615,3.37e+08,19.41027,2.69e+08,NA,0.6557646,1.176048,1.234861,0.1857267,13.2524,0,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"21","Belize",5157006.75,6329600,"Developing",35150,0,1.5e+09,NA,2.3e+07,1.8,9484,9484,8511.5,15.9569287482368,4900,30250,4900,1,2,1,1,0,2,10105,0,1,1,1,"BLZ",83.6445,97.9501,-1.19499,0.942648,3.1774,0.000888,3.17829,0,-3.04898,66.8361,20.5909,37.6796,215270,3.58451,6.87498,57.0649,72.8354,1.5e+08,NA,6,209910,0.203864,0,0.806086,219.579,45,0.381533,2.30353,12.4555,10,0.001848,9.31558,3.20113,1.40289,46,0,NA,153.364,2.37677,-0.214745,-0.649563,0.040732,-0.533834,-0.822429,0.537918,2.05211,368308,NA,1,"America",1,10.46738,9.049173,10.31725,16,6.78968,1.915404,8511500,15.95693,6789680,15.73091,1568.18,11.9104,5360.01,3.28006,507.676,60.7795,13863.8,3949.62,22810,1.40289,14.8039,33.823,"matched (3)",20,16,21.12873,4.202243,0.0045265,-5.397817,18.82615,35200000,4.307387,-1.590302,-0.9867359,12.81668,149.4663,6.229843,131.6287,14.72891,2492788,8511500,15.95693,16.25928,11500000,16.95701,23100000,17.3751351762209,-1.52139,0.2563944,-1.793524,-0.6054866,12.33599,1,4,8511500,15.9569287482368,9484000,16.0651167261674,9484000,16.0651167261674,35150000,1,15.4558668819328,15.6607476009705
"22","Benin",9445607.93,NA,"Least_dev",NA,0,7.8e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BEN",5.00818,93.7268,-0.152899,1.91353,0.016657,0.003238,1.40523,1.38534,0.140418,1.24775,25.2719,29.3722,41673.6,5.10505,31.5554,45.6794,61.8896,1.7e+09,0,12,40871.8,0.297892,0,0.858275,7.00199,40,5.07622,4.56463,4.67775,13,0.004977,3.37721,0.023857,3.56348,20,39.0806,36.4,4311.62,3.98638,-0.533563,-0.570967,-0.017994,-0.497637,-0.586484,0.324855,2.76004,1.1e+07,NA,0,"Africa",0,NA,NA,NA,0,320.97,5.771348,NA,NA,3.21e+08,19.58686,35581.8,23.0578,801.818,23.1143,5047.42,40.0053,45110,792.428,112760,3.56348,86.7072,52.4201,"matched (3)",21,25,22.77739,0.221342,0.04115,-3.190531,21.25389,NA,6.785202,-1.211024,-0.9928355,16.21341,170.8178,8.526633,194.2144,15.58278,5854822,5854822,15.58278,15.97566,8672461,16.28541,11800000,NA,-0.3362857,-0.2921396,-0.5821882,-0.6746113,23.11477,0,11,NA,NA,NA,NA,NA,NA,NA,1,16.061060422119,NA
"23","Bermuda",NA,NA,"Small_Island_dev_states",NA,0,5.7e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMU",NA,94.49,NA,0.179497,0,0,NA,NA,37.9072,0,0.01155,3.22661,426.091,0,5.89226,4.84296,11.9245,4.2e+07,NA,3,426.091,0.156821,0,NA,277.292,27,0,-1.01823,NA,4,0,17.6676,0,NA,8,0,NA,NA,-0.022334,1.26258,1.08888,0.917279,1.1757,0.870823,0.993523,-0.020331,64814,NA,4,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18182,0.772266,NA,5.89226,563.496,18.5185,10,110004,54,NA,1200.26,2.03724,"using only (2)",22,7,22.46873,NA,NA,NA,17.55055,55200000,3.523575,-1.852648,2.467345,11.07928,-0.2424365,6.33416,142.3205,14.39572,1786410,1786410,14.39572,14.71701,2463295,14.93631,3067317,NA,-0.792871,1.703644,0.4260374,0.6713641,9.008175,0,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"24","Bhutan",15120148.52,6329600,"Least_dev",NA,0,1.8e+09,NA,NA,NA,53582,51059.0904814586,44433,17.6094929945772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BTN",47.0436,83.6513,26.8807,1.25403,0.032813,0.007874,2.54035,2.49966,26.8887,99.9895,48.0077,48.0086,87.8309,3.99369,13.9044,40.5838,40.4347,2.8e+08,NA,21,7.90909,0.131924,0.165545,0.013501,12.7638,3,3.78663,6.95143,14.128,25,0.041514,32.6326,0,0.348439,43,63.767,14.4667,NA,3.30026,1.32881,0.418636,1.07751,-0.608734,0.514898,-0.018539,1.20629,736721,NA,0,"Asia",1,NA,10.70174,NA,46,43.6225,3.775572,44400000,17.60949,43600000,17.59108,5300.27,17.4375,79.9218,2.83607,617.278,71.2291,27152.2,2295.76,38123.2,0.348439,18.455,89.822,"matched (3)",23,46,21.31105,4.605065,0.0242347,-3.71997,19.4503,NA,2.811439,-2.025529,1.261443,13.50996,48.77597,6.42532,136.9303,16.42412,13600000,44400000,17.60949,18.0496,6.9e+07,18.62416,1.23e+08,NA,-1.82143,1.121306,-1.220059,-0.9516024,43.12821,0,18,44433000,17.6094929945772,53582000,17.796723748745,51059090.4814586,17.7484941568782,NA,1,16.5315387514187,15.6607476009705
"25","Bolivia",5171749.25,12615039,"Developing",NA,0,2.2e+10,NA,NA,NA,550672,550672,384942,19.7686032315527,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,"BOL",74.1736,93.104,8.47556,2.02063,4.87863,2.65814,8.09502,0.558245,12.7096,35.6474,30.8655,30.867,8051.23,11.1208,34.6727,50.0752,52.4929,2.3e+09,2.6784,55,6797.45,0.296056,0,1.29743,7.12928,8,0.544412,4.85512,8.10563,21,3.38809,1.43603,3.83692,0.206356,106,5.30213,45.3417,717.615,2.19613,-0.666822,-0.502406,-0.274264,-0.894671,-1.15094,-0.027231,1.48183,1.1e+07,"Latin America and the Carribean",1,"America",0,NA,12.86085,NA,0,415.81,6.030228,3.85e+08,19.7686,4.16e+08,19.84574,375609,10.4353,1253.77,4.00384,16009.7,51.8013,561164,2052.36,1100000,0.206356,9.57869,19.4855,"matched (3)",24,76,23.81431,3.573676,0.0189004,-3.96857,21.55618,NA,7.050369,-1.217207,-1.578444,16.21341,77.78555,9.680951,230.5452,16.91724,22200000,3.85e+08,19.7686,20.31781,6.67e+08,20.02895,4.99e+08,NA,-0.1941371,-0.0904752,-0.8325766,-0.5342366,74.34857,0,22,384942000,19.7686032315527,550672000,20.1266499085602,550672000,20.1266499085602,NA,1,15.4587215354867,16.3504002316102
"26","Bosnia and Herzegovina",6780852.12,NA,"Trans_Countries",626.4,0,1.8e+10,0,NA,NA,6989,3838,4566.5,15.3342576051139,626.4,0,626.4,NA,1,1,0,0,1,0,0,0,0,0,"BIH",55.6918,NA,NA,3.31444,0.102284,0.135965,0.42414,0.185892,-3.42144,36.9836,1.41423,1.41367,5926.38,2.07054,42.1165,42.4206,68.9559,1.2e+09,4.94522,7,305,0.599845,0.78109,0.493228,82.6731,36,0.526311,2.35914,5.48129,4,0.763143,9.8785,0,1.98153,3,28.0458,17.6667,6865.31,-0.244537,-0.449129,-0.498044,-0.311998,-0.161682,-0.22565,-0.150402,-1.2743,3400000,NA,2,"Europe",0,6.439989,8.426502,NA,0,267.646,5.589664,4566500,15.33426,2.68e+08,19.40517,21563.6,6.7281,5621.38,19.7603,20850.2,42.6758,21850,5056.99,51200,1.98153,69.8705,21.5657,"matched (3)",25,11,23.61364,3.610475,0.0148692,-4.208462,20.90559,626400,14.16452,-0.511084,-0.7116999,15.03929,-87.87051,9.945117,234.8404,15.90076,8046604,4566500,15.33426,15.63329,6158165,13.45288,695845.4,13.3477444236587,1.808774,-0.5378139,-0.890439,-1.440632,9.939888,1,3,4566500,15.3342576051139,6989000,15.7598480424593,3838000,15.1604619555498,626400,1,15.7296133334353,NA
"27","Botswana",6332697.94,8713152,"Developing",NA,0,1.5e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BWA",58.7391,88.7497,26.2267,1.04997,0.239984,2.67466,2.91465,0,21.275,0.018528,29.1433,29.1422,253.364,4.71594,45.6628,80.2303,93.5946,2.9e+08,0.000737,16,250.182,0.171697,0.346734,0.740419,66.8824,2,0.376101,4.59704,12.3536,11,3.9931,2.87541,0,0.003529,3,0,19.3,2657.15,3.39759,0.836399,0.430918,1.00999,0.494374,0.549868,0.426476,1.77652,2200000,NA,1,"Africa",1,NA,NA,NA,27,138.705,4.932352,NA,NA,1.39e+08,18.74786,258785,2.3296,17.5,0.487839,4666.05,19.8746,112635,6857.73,566730,0.003529,3.59873,28.9303,"matched (3)",26,27,23.43132,-3.988472,0.009247,-4.683454,19.48539,8e+06,4.023087,-1.762024,1.531405,14.60397,166.2727,8.448069,197.9494,17.1169,27200000,27200000,17.1169,17.43842,37400000,18.05218,69200000,NA,-0.5295247,-0.1072495,0.7140454,-0.1522925,26.92498,1,14,NA,NA,NA,NA,NA,NA,NA,1,15.6612369181665,15.9803441662581
"28","Brazil",114684372.73,31575148,"Developing",NA,0,2.2e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRA",93.8991,96.7399,7.80471,0.627018,1.30014,0.886928,2.27483,0.087756,5.34917,82.6256,25.9646,29.2598,1200000,4.42536,33.1378,74.6391,80.7274,9.7e+10,12.7932,175,771616,0.152131,0.008526,0.482451,159.984,93,0.505398,2.09716,10.6112,80,2.15079,3.51783,1.72064,0.832699,558,3.02025,26.1,7578.54,1.24808,-0.41363,-0.247133,-0.311162,-0.181173,-0.183233,0.444517,0.821877,2.1e+08,"Latin America and the Carribean",1,"America",1,NA,NA,NA,255,641.602,6.463969,NA,NA,6.42e+08,20.27948,2800000,4.42809,434964,8.85492,425371,59.5927,5e+06,10873.2,8400000,0.832699,23.8226,45.4876,"matched (3)",27,255,28.41948,4.41432,0.0002916,-8.139999,25.29798,NA,4.323484,-1.883013,-0.5654845,19.16262,66.34799,12.96072,368.3368,20.33247,6.77e+08,6.77e+08,20.33247,22.22953,4.51e+09,21.11808,1.48e+09,NA,-0.4404747,1.019558,-0.1285213,0.0312682,255.4818,0,25,NA,NA,NA,NA,NA,NA,NA,1,18.5576943280921,17.2678809134424
"29","British Virgin Islands",NA,NA,"Small_Island_dev_states",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VGB",NA,93.7826,NA,NA,NA,NA,NA,NA,NA,0.521933,0.040733,8.91921,1215.18,NA,46.6667,59.8872,65.6526,NA,NA,3,1215.18,NA,NA,NA,NA,31,NA,NA,NA,1,NA,10.8126,NA,6.66667,20,NA,NA,1.75,2.72082,NA,NA,NA,NA,NA,NA,1.95723,27899.3,NA,4,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,6.66667,166.645,24.2424,36.3636,NA,150,6.66667,185.995,0.999524,"using only (2)",28,4,NA,-0.6502167,NA,NA,NA,NA,NA,NA,NA,10.23636,128.4972,5.115864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"30","Brunei Darussalam",NA,NA,"Developing",NA,0,1.4e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRN",100,96.7161,32.7973,1.63806,17.6595,0,17.6595,0,49.2523,0.024202,8.98941,46.8714,4330.15,26.2249,2.48922,0.314693,26.059,1.1e+08,0.002158,31,3713.27,0.265115,0,NA,162.856,14,0.064441,0.152167,9.26925,33,0,4.19723,18.8809,1.08677,127,0,NA,NA,1.69547,0.636014,1.1255,1.20391,0.766311,0.543661,-0.814401,1.17824,419582,NA,1,"Asia",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,131.182,0.820373,616.879,0.759013,8304.13,72.4168,3816.36,34998.5,5270,1.08677,75.7876,0.007306,"matched (3)",29,64,23.36232,-3.72132,NA,NA,18.51599,NA,6.193702,-1.327592,1.964203,12.94701,30.70375,9.024508,210.8335,17.40365,36200000,36200000,17.40365,17.99415,65300000,20.55559,8.46e+08,NA,-0.2508155,1.752085,-2.280956,0.4874958,63.70781,0,21,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
